org_name,bills_supported
consumer safety reporter Public Citizen,1
confirmed by driving 20 minutes from the Capitol,1
"companies, social workers, and the Western Center on Law and Poverty",1
coalition of labor sponsors,1
co-sponsor Western Center on Law and Poverty,1
cities can use. The League notes there are several issues remaining in,1
charged to park owners provides inspection and enforcement by the Housing and Community Development,1
"c) The Santa Clara County Board of Supervisors states, ""We",1
budget to the Construction Education Fund on an,1
budget process is designed to ensure both the Administration and the Legislature can provide input regarding the way in which funds are,1
both direct access Electric Service Providers,1
both Regional Notification Centers - USA North 811 and DigAlert,1
board actions to stabilize the CalPERS Long-Term Care Program and reopen,1
billion in local sales tax funding for transportation projects across Riverside County that,1
"bill, including the California Medical Association (CMA) and California",1
"bill's sponsor, Common Sense Media",1
bill's author in the 2023 Assembly Public Safety committee analysis,1
bill would also result in General Fund administrative,1
bill will help the Sex Offender Management Board perform its role in,1
bill Tehachapi Hospital will be unable to continue operating in its,1
"bail on August 24, 2006, while the Los Angeles District Attorney (D.A.)",1
b. Is it the intent of Farmer's Insurance Company to,1
b) The Labor Enforcement Task Force. The Department of Industrial,1
"b) The American Academy of Child & Adolescent Psychiatry: ""Adolescents",1
author has submitted a letter to the Assembly Budget Committee requesting $1 million for staff,1
augmentation of $18 million to the Public Library,1
at the state level and the Executive Committee of the CCP at the county,1
"at that site, and permit the City and County of San Francisco to lease",1
at Santa Fe Depot,1
at Johns Hopkins Medical School,1
assessment if the program operates at a deficit. The Escrow Institute,1
as well as the Metropolitan Water District of Southern California and some municipal water agencies,1
areas. Western Center indicates that limiting premature hospital,1
any difficulties that Lake County may experience in,1
annually for the State Water Board in subsequent years from future potential legislative requirements,1
"and, numerous residents of the City of El Monte",1
"and, f) $15,615 to the Department of Transportation to reimburse a revolving",1
"and, Yuba Sutter Domestic Animal Disaster Assistance",1
"and, Apartment Association - California Southern Cities, Inc",1
and transportation authority's write,1
and thus are able to petition to be excluded from Megan's Law website,1
"and the very real physical and psychological differences between children and adults. ""And the Pacific Juvenile Defender Center",1
and the Purchaser Business Group on Health,1
and the North San Joaquin Water Conservation District,1
and the Marina del Rey Bait Company,1
"and the Law libraries of Orange, San Diego, San Francisco, Fresno, Calaveras and San Bernardino Counties",1
and the L.A. Unified School District,1
and the Dental Hygiene Board of California write,1
and the County of Imperial,1
and the Counties of El Dorado,1
and the Consumer Attorneys of California write,1
and the California Orthotic and Prosthetic Association,1
and the California Hawaii State Conference of the NAACP all,1
and the Asian Law Alliance explain their,1
"and physician medical groups undertake. VSP seeks an amendment to clarify that ""private equity group"" does not include VSP's acquisition program. The California Optometric Association (COA)",1
and organized labor writes,1
and numerous Westwood residents,1
and health plans and insurers. Supporters include the California Medical Association,1
and community organizations wrote,1
and access challenges posed by the over 12 million Californians enrolled in the Medi-Cal program,1
"education, as well as enhancing cooperative school governance and innovative programs. According to the California Association of Suburban School Districts, lifting the current cap of ten charter",1
and the United Food and Commercial Workers Union Western States Council write,1
and long gaps between regular inspections may all increase the risk of complications for dialysis patients. The United Nurses Associations of California/Union of Health Care Professionals (UNAC/UHCP),1
Board also,1
Author to revise the Professional Fiduciaries Act to provide for a retired license status,1
Assembly Appropriations Committee also,1
Appropriations Committee also,1
"After 2017-18, estimates of the QAF rate provided by the 911 Ambulance Provider's Medi-Cal Alliance",1
Arguments in Opposition The Western,3
Arguments in Opposition The Department of Finance,3
"Additionally, LHPC",3
ACCCA holds steadfast to the principle that local control is fundamental in establishing and operating sound programs for students and creating an infrastructure that,3
writes that it,2
write in strong,2
will not only,2
will lose their homes to pay for the care they received while on Medi,2
"who break the law should pay the penalty, we",2
who are,2
while continuing to make the necessary reforms to achieve a more just child,2
which writes,2
which enjoyed bipartisan,2
which can,2
we write,2
we respectfully urge your,2
we must extend,2
we might be unable to generate carbon offset revenue that would,2
we do not,2
we continue to urge amendments to the bill that ensure counties are fully reimbursed for costs and incorporate more robust statutory and technical assistance,2
we are writing to express our,2
various judges who have contacted,2
vaccination and,2
"transfers, allowance for adult adoptions of nonminor dependents, their",2
"trafficking channels and disarm prohibited persons, such as criminals or",2
tools available to corrections officials to prevent sexual assault is the use of appropriate prisoner classification and housing protocols. While,2
to take time,2
to provide funding for financial and technical assistance,2
"to control the spread of AIDS and hepatitis C, and continue to",2
time when we are struggling to pay for basic services,2
thus we,2
thus reducing the necessity for many part-time CCC faculty to commute to multiple campuses in order to assemble a sufficient teaching schedule that,2
thus increasing the reporting of sexual assaults and fostering an environment,2
three-year discovery period permits survivors who have repressed memories to file,2
"they will face a financial penalty. However, when consumers learn about",2
they may receive better outcomes if they had more opportunities to,2
they are proud,2
they,2
thereby encouraging use of bicycles,2
there is currently no statutory requirement that SELPAs be consulted in determining actions needed,2
"the financial problems of the City of Bell and County of Modoc, his",2
that makes the person a danger to the health or safety of others. When,2
that at least three years have passed since the check was issued,2
that AB 12 is properly implemented and that the affected youth have an,2
strongly that the law should be applied fairly to all people and that all drug violators should have the same opportunity,2
states in a,2
state has invested $890 million in grant funding,2
staff notes it may not be the most appropriate funding source,2
"sponsor, the Golden",2
"sponsor, the Consumer Attorneys of California (CAOC)",2
sponsor of this measure,2
"sponsor of the bill, The National Center for Missing and Exploited Children",2
sponsor also,2
sensible hemp policy but does not,2
seniors and groups advocating on behalf of low-income consumers,2
schools that receive minimal state,2
school buses with particulate traps. Because school children are,2
rights to their records and other issues that have arisen as the state,2
revenues to replace natural gas fuel tanks on school buses or replace,2
renewable fuels production unlike corn ethanol that diverts food to fuel,2
reliable child care and housing,2
regularly have adjudicative business before the water boards who,2
registrations to implement clean air programs as specified,2
"region. Under current law, these funds can be given as grants for the purchase of new, cleaner school buses. AB 470 would expand this to allow",2
reduce avoidable healthcare costs and,2
pursuant to information provided by 's office,2
purpose of AB 729 is very simple yet important - to ensure California feepayer money is transferred back and used,2
provided for a jury trial to determine if a defendant is guilty or not,2
protects public health and reduces the likelihood of recidivism by ensuring people with medical care needs have immediate access to critical health,2
"promote consistency across the state for providers, without having each",2
program as the State treats other residential care facilities and will,2
prison terms in only 12% to 17% of all cases,2
perceived to be LGBT are also exceptionally vulnerable to violence,2
"particularly vulnerable to air pollution, and school districts continue to",2
parents' involvement and autonomy with respect to their children's,2
overarching goal of TRC is,2
our nation's disabled veterans and that we continue to adjust to the ever-changing times of technological advances and use them,2
organization's membership. For these reasons CWDA is pleased to be a CO,2
ordered an additional 25% to 28% of the time. Judges ordered maximum,2
opportunity to succeed in life is high on the list of priorities for our,2
offers one important reform necessary to achieve a more just child,2
"offense against one or more persons, who has a diagnosed mental disorder",2
not limit funds to be used to encourage the production of other alternative,2
not cashed and that at least three years have passed since the check was,2
neither of which is enough,2
needs that emergency shelters may not be equipped or need,2
nearly half of the DHLP loans and available funds were allocated,2
minimum prison terms in 55% to 60% of all cases. Medium terms were,2
million General Fund to the Department of Developmental Services to continue implementation of the Coordinated Family,2
"message to livestock producers, consumers and the market that the nation's",2
longer likely to commit a sexually violent offense,2
like many of the other groups writing,2
largest economy will join Congress to end state subsidies for corn ethanol,2
increased by 7.7% during the 2000-2009 period when compared to 1991-1999,2
including through creating resilience centers that can,2
including instructional strategies that could be leveraged,2
including IT and administrative staff,2
incarcerated people often lose connection,2
in Congress resulted in the expiration of federal corn ethanol subsidies on,2
implements the extension of foster care. Most foster youth leaving the system do not have a good support system that would prevent them from,2
immunizations for the infant and social,2
home or have been prior to this year aging out of the foster care system at,2
it is essential that individuals with BPD have access to the same treatment and,2
and 68% of Latinos and African Americans,2
allow locally elected officials to control the program without,2
all those who supported the student along their way,2
"air districts, at their discretion, to also fund the retrofit of existing",2
ad valorem property taxes approved by a 2/3 vote of the people,2
accountability and a maximum threshold (proposed at 15%) for consortia members to carryover from year to year so,2
"a) Stale-dated warrants (expired state checks) - 238 claims for $701,124",2
a coalition of affordable housing advocates including Circulate San Diego,2
"Yet, California is spending millions of dollars of taxpayer funds to create jobs in other",2
"Writing in support, SMUD",2
"Writing in support of the bill, the California Cattlemen's",2
Without better information about sources of PFAS,2
"With the exception of death penalty cases, California has always",2
"Wine is not included in the measure, and",2
While we appreciate and,2
While the worker co-op model has been successful globally and in smaller operations in the United,2
While a minor or nonminor dependent is eligible for certain services and,2
When individuals who purchase weapons from out-of-state or have been identified in other,2
We] wish to indicate our strong,2
We write in strong,2
We the undersigned are writing,2
We have no objection to that proposal and would express,2
We believe it is our duty to continue,2
"Wade is overturned, as many legal and health experts now anticipate, 26",2
WOEIP is proud,2
"Unlike existing law, which only focuses on registration, AB 1411 also",2
United Food and Commercial Workers Western States Council (UFCW) writes that it,2
"have serious funding challenges, we urge you to vote ""aye"" on this measure",2
guilty of a crime. Sentencing decisions have always been made by judges,2
"fuels like cellulosic ethanol. Cellulosic ethanol converts many products, including waste, to fuel and provides long-term sustainability for",2
"from DOJ shows that there are an increasing number of long gun sales and transfers in California. Specifically, average annual long gun sales have",2
free and reduced-price meals to eligible students is necessary to ensure equitable access to resources that,2
for 66.5% of convictions for crack cocaine sale. Hispanics,2
fee on annual vehicle registrations. The BAAQMD has used these funds to,2
family members and,2
explains its,2
explain their,2
"expansion population, estate recovery effectively makes the state a",2
executions in California while the Commission on the Fair,2
"estate recovery, they are fearful that if they enroll in Medi-Cal, they",2
environmental and human rights concerns. There is no registered,2
eliminating the optional portions of estate recovery. WCLP,2
eighteen without shelter. The bill will treat the THP-Plus Foster Care,2
effectiveness of GVROs and similar protective orders in other,2
effective public health intervention that reduces transmission,2
"during the last three years. Finally, in implementing its Armed and Prohibited Persons System Program, DOJ is finding that 54% of illegal",2
"districts, until January 1, 2015, to use motor vehicle registration fee",2
districts to impose an additional $2 of the $4 surcharge on motor vehicle,2
district began its own promise program in 2017 with funding,2
develop and,2
defenders and judges. California cannot afford that alternative at a,2
declaring a state of emergency every two to three weeks,2
death rate from this type of cancer in 2020 in the United,2
county potentially develop different requirements,2
costs the state. We need to give them the best opportunity to succeed,2
"costs associated with maintaining mobilehome park water systems are significantly higher than for apartment buildings, which is why WMA",2
cost-effectively cut emissions from a wide variety of mobile sources in our,2
convenient and affordable hydrogen fueling,2
consumers must either find one of the few privacy-focused browsers or take extra steps to locate and download a browser plugin created by third-party developers that adds,2
"conclusive scientific evidence that needle exchange programs, as part of comprehensive HIV prevention strategies, are an",2
"comprise only 6.4% of the California population, they account",2
communities throughout the state will be prepared to act fast and in a robust manner,2
communicate with board members,2
"collection agency for the federal government, as all funds collected by",2
"clearinghouse concept, which has been used in some other",2
choice to punish instead,2
but they also serve,2
but also other LA Metro rail projects by providing local governments with a new fiscal tool,2
"bill's sponsor, the Conference of California Bar Associations",2
bill's sponsor,2
bill will provide opportunities for local businesses to partner with and,2
bill is on the Assembly Floor,2
"becoming homeless or entering the criminal justice system, which further",2
author also,2
as demonstrated by doula birth,2
argues that it would,2
areas of investment that,2
"are young, non-violent, or first time offenders. LGBT prisoners or those",2
"anyone can be a victim of sexual violence behind bars, typical victims",2
annually ongoing,2
annual costs in the mid hundreds of thousands of dollars,2
annual assessments to health facilities based on a percentage of their reported gross operating costs,2
and with prompt implementation of the Annual Assurances,2
and the imperative,2
and the California Association of Realtors write,2
and that California should continue,2
and provide administrative,2
and other labor organizations write in strong,2
and numerous other cyclist advocates,2
and may,2
and making connections with community-based,2
and lack of social,2
and informational,2
and higher education advocates wrote,2
and higher education advocates jointly wrote,2
and give home-based food entrepreneurs more opportunities to earn extra income to help,2
and environmental organizations write,2
and build trust that can,2
and advocates for LGBTQ health and a number of ethnic communities,2
and administrative and information technology,2
and administrative,2
and a large cadre of ADHCs/CBAS providers,2
and Windsor),2
and Tuolumne County DA's,2
"Unfortunately, the reality of continued rising employer costs has made competing with other",2
Unable to reverify due to,2
USOPC wrote to to express their,2
Tyndall a small window to file their civil sexual assault,2
Tribes and local governments are important decision-makers in offshore wind development that need further capacity,2
Town of Paradise and supported by the County of Butte,2
"To combat this crisis, CSAM",2
Three judges from Santa Clara County: Judge R,2
"Though administrative practice may soon include nonbinary options, ACLU",2
"These practices make enforcement more time-intensive, limit workers' ability to prove their",2
There is no state-level program dedicated to providing financial or technical resources,2
"There is currently no prior authorization needed for accessing MAT for Medi-Cal beneficiaries, and seventeen",2
"The Controller, the bill's sponsor, states since uncovering",2
"The California Coalition for Youth writes that about ""80,000",2
Terner Center for Housing Innovation at UC Berkeley also writes,2
a joint powers agency of the following cities: Anaheim,1
a constitutional right that CACJ,1
a coalition including the American Legion Department of California,1
a coalition called Connecting for Better Health,1
"Writing in support, the Ventura County Board of Supervisors",1
"Writing in support, the University of California (UC)",1
"Writing in support, the Costa Mesa Fire Fighters Association",1
"Writing in support, the City of Pismo Beach",1
"Writing in support, the City of El Segundo",1
"Writing in support, the California Defense Counsel",1
"Writing in support, the California Association of Nonprofits",1
"Writing in support, San Diego County",1
"Writing in support, Reviver Auto",1
"Writing in support, Oberon Fuels",1
"Writing in support, CTC",1
"Writing in support, Alameda County Transportation Commission",1
"Writing in ""strong support"" of the bill, the Silicon Valley Leadership Group",1
"Working for Quality Child Care: Clergy Members:, Rabbi Dana Magat, San Jose",1
Workforce Investment Board has just been appointed,1
and Western States Council of Sheet Metal Workers are,1
and West Covina San Bernardino County Sheriff's Department California Peace Officers' Association California Police Chiefs' Association Sacramento County Deputy Sheriffs' Association,1
and Walnut Los Angeles County Division of the League of California Cities,1
and Ventura Counties. Other parties: Governor,1
and Upper San Gabriel Valley Municipal Water District Board President Leon M. N. Garcia,1
and Stewart San Luis Obispo Superior Court Judge Tangeman Santa Clara Superior Court Judge Bernal Santa Cruz Superior Court Sonoma County Superior Court Judges: Chouteau,1
and Stewart Marin County Superior Court Mendocino County Superior Court Judge Nelson Monterey Superior Court Judge Panetta Riverside County Superior Court Judges: Counelis,1
and State Building & Construction Trades Council of California each write,1
and SonomaS] CA Association of Councils of Governments County of Alameda,1
and Sonoma S] CA Association of Councils of Governments County of Alameda,1
and San Joaquin County Supervisor Jack Sieglock,1
and Region AB 279 (Wayne) 8 States Council of the United Food and Commercial Workers,1
and Region 8 States Council of the United Food and Commercial AB 279 (Wayne) Workers,1
and Public Conservators Central Valley Long Term,1
and Project Minnie writes,1
and Planned Parenthood Affiliates of California - write,1
and Pacific Islander Diabetes Coalition American Federation of State,1
and Oakland Mayor Jean Quan,1
and Mental Health America of California write in coalition that they share the authors' interest in expanding the workforce available,1
and Member Second District George Runner,1
and Local 377,1
and Keller California Appellate Court Justice Stewart Contra Costa Superior Court Judge Mockler Los Angeles Superior Court Judges: Sloan,1
and Hopp San Bernardino Superior Court Judge Pacheco San Diego District Attorney Bonnie Dumanis San Diego Superior Court Judges: Dato,1
and Head Start was to help,1
and Halgren San Francisco Superior Court Judges: Bolanos,1
and Deputy Labor Commissioners in State Employment,1
and DOJ's California Justice Information Services Division anticipates staffing costs to initiate and,1
and Correctional Association Chief Probation Officers of California,1
and Children's Advocacy Institute (Sponsors) Bar,1
and Californians for Economic Justice write,1
and Birth Control Pharmacist write jointly,1
and 223 letters from members of the Screen Actors Guild,1
"an offer is accepted when received by the insurer. Second, Consumers Union suggests restoring disclosure language",1
"an expungement motion pursuant to Penal Code Section 1203.4. However, pursuant to that statute, the Department of Justice (DOJ) must still",1
an Diego (S ponsor),1
amount of money that is currently being expended. The California Advocates for Nursing Home Reform (CANHR),1
"also require the Superintendent of Public Instruction (SPI) to conduct an analysis annually, to contract",1
"allowed by the WIA. Moreover, my Administration is currently working",1
allow for continuity during these negotiations. The Association of California Healthcare Districts,1
"agreements on California labor laws and regulations, and require the Department to make this report",1
"agencies in the San Joaquin Valley, who",1
"achieved by the Vaughn Street Elementary School in Pacoima (LAUSD), a",1
about CEA coverage contained in Insurance Code Section,1
a) The association was,1
"a) The CA State Sheriffs Association: ""Prior to the enactment of SB 159, sheriffs, police chiefs and other public agencies were faced with",1
"a) Human Rights Watch: ""As one of the world's leading independent",1
"a) During a Board of Equalization (BOE) audit of a claimant, a waiver",1
"a) $239,011 (bond proceeds) to the City of St. Helena for a grant payment",1
a significant number of jobs in those communities. The League of California Cities,1
a precedent I don't wish to establish. Caltrans is instructed to,1
"Workers of America AFSCME Local 3930/AFL-CIO ""Studies have shown",1
With the support of the National Association for Rare Disorders (NARD),1
While there is no cure for Alzheimer's disease,1
While PORAC,1
While ACWA strongly,1
Western United Dairymen to significantly restrict the sale of PIA dairy products produced at CSP Corcoran,1
"Western Manufactured Housing Community Association, 481 mobilehome owners, residents, and park managers, in their individual capacities",1
WCLP is a proud member of the Health Consumer Alliance (HCA) and provides technical assistance and,1
"Virtual Radiologic, the sponsor of the bill",1
"Western Center on Law and Poverty, Inc.: GOVERNOR'S VETO MESSAGE",1
Western Center on Law and Poverty to improve alignment between Medi-Cal and CalFresh reporting periods,1
Western Center on Law and Poverty (WCLP) and a coalition of equity-focused groups,1
West Coast Conference (whose membership consists of private Catholic Colleges),1
We need to empower California educators and school staff by ensuring they have the tools and training,1
We also would like to remind everybody that Buried Under the Blue,1
WateReuse Association of California to clarify the types of nonresidential structures,1
WateReuse Association of California in order to ensure,1
Walt Lewis from the Pasadena District Attorneys Office,1
"Valley Water, sponsor of this measure",1
"Valley Japanese American Citizens League, who writes to say, ""...over",1
Union of Concerned Scientists (UCS) is pleased,1
Union of American Physicians and Dentists to improve patient notification when a health plan terminates its contract with their primary care physician,1
"University of California, San Francisco conducted a five-year longitudinal study of roughly 1,000 women seeking abortion care at 30 facilities across the United",1
University of California (UC) is pleased to have a,1
United Food and Commercial Workers Western States Council (UFCW) and other labor organizations write that they,1
"Supporters offer a number of arguments in support of the bill. Fundamentally, they",2
Support for unions is high among young people - 74,2
Sportfishing Association of California in order to limit the number of trap permits to take finfish and eliminate the incidental take of California sheephead in traps used to take crab and lobster,2
"Since the advent of the program, 45,539 offenders have been referred to",2
"Under current law, the Department of Personnel",1
UC further,1
UC also strongly,1
Twenty-eight postcards from patrons of the South Bay Library of the San Luis Obispo County Library,1
Trusts and Estates Section of the State Bar to update and clarify the provisions of the prohibited transferee rule,1
SVP as a person who has been convicted of a specified sexually violent,2
SB 376 was sponsored by the Association of California Healthcare Districts,2
SB 1138 establishes an objective capacity calculation and clarifies that jurisdictions must demonstrate that sites with existing uses ... can,2
Research and common sense tell us that school meals are a critical source,2
"Representative of this coalition, CalPride",2
"Representative of the coalition, the California Family Council",2
"Related bill: AB 462 (Bonnie Lowenthal) of 2011, a similar bill, allows",2
"Regarding changes to the PSD program, support",2
Recent federal guidance on implementing 12-month post-pregnancy coverage encourages,2
Probation departments and officers are highly skilled and trained professionals who balance accountability with rehabilitation to safely supervise those in the justice system and,2
"Per a national report, 19 other",2
Peace and Freedom Party of California's letter further,2
PPAC writes,2
NARAL Pro-Choice California writes,2
"Moreover, crime gun trace requests for long guns have almost tripled",2
MHSOAC states,2
"Over 50,000 deaths from this disease occurred in the United",2
"One supporter, the Personal Insurance Federation of California (PIF)",2
"One of the sponsors of this measure, the American Civil Liberties Union of California",2
Ombudsmen often,2
"Ocean Conservancy, in support of the bill",2
Numerous animal welfare groups write,2
Note: the parties listed below are supporting this measure subject,2
"Notably, many other",2
Not only is it questionable policy to route California residents who call California agencies and departments to other,2
No monetary reserves were ever set aside for these historic,2
"In this case, however, ABC",2
In their joint letter they,2
"In their ""oppose unless amended"" letter, Classy",2
"In support, the California Teachers Association",2
In support of the measure the ACLU,2
"In support of the bill, Oakland Privacy",2
"In several of our interviews, we learned that for immigrants and refugees with education and career experience from abroad, obtaining accreditation or credit to pursue their careers in the United",2
"In part, the American Federation of State, County, and Municipal Employees, AFL-CIO",2
"In part, the American Federation of State, County and Municipal Employees, AFL-CIO",2
"In conclusion, the California Alliance",2
In concluding SFPDO,2
"In 2022, there have been over 500 abortion restrictions introduced across 41",2
"If the Court upholds Mississippi's abortion ban, thereby overturning Roe, people in over half of the",2
I am writing to inform you that CAA has taken a,2
"However, the actions of some industries and",2
"However, hiring these temporary RNs (often from other",2
"However, because present law forbids the sharing of information of incarcerated individuals with EDD, California could not flag these",2
Health care providers and health consumer advocates also,2
Health Access California writes,2
HCAI administers several Loan Repayment Programs that offer financial,2
"Guided by this research, juvenile justice experts in the Pew Charitable Trusts' Public Safety Performance Project have recommended shorter periods of probation for youth in several",2
MCHA further,2
Los Angeles County Democratic Party (LACDP) considers and debates many bills submitted by legislators and organizations and have voted unanimously,2
Local affiliates of CPF write,2
Liberty Coalition - letter signed by the following organizations,2
Legislature should,2
League of California cities writes,2
"Lastly, there are extreme risks for children, as firearm injury is the leading cause of death in the United",2
"Judicial Council, which",2
"January 1, 2012. California should join this effort and send a clear",2
It would also ensure that registered SUD counselors have at least similar competency hour requirements,2
It will also enable targeted interventions,2
It is unclear how many new,2
"It is one thing, the opposition",2
It has long been known that there is a great need for supportive services at schools and recent data indicates,2
It can only be reversed for an abuse of discretion which only occurs when it fails,2
Transportation Commission (CTC) would be required to use when adopting,1
Transferring the responsibility of determining the priorities that govern funding of applications from the Department of Education (SDE) to HCD and limiting SDE's,1
Trade and Commerce Agency as a means of resolving these problems,1
"To address this concern, on Page 17 of the Assembly Judiciary Committee analysis, it",1
Tipping Point funded a pilot program with the San Francisco Department of Child,1
"Thus, when AMR",1
"Thus, according to FTB",1
"Therefore, the DOI still",1
"Therefore, CalPERS",1
There are anecdotal reports from members of the Pacific Water Quality Association,1
There are an estimated 20 MSUs in the United,1
"The sponsor, the United Food and Commercial Workers, Western",1
"The sponsor, the California Professional Firefighters",1
"The sponsor, the California Electric Transportation Coalition",1
The existing statutes regarding the composition and appointments to the Occupational Safety and Health,1
"The Western Center on Law and Poverty writes, ""Parents facing",1
"The Western Center on Law & Poverty, one of the sponsors of this",1
The University of California and pharmacy schools,1
"The United Food and Commercial Workers, Western States Council (UFCW), indicates a growing number of Californians order groceries online to be delivered directly to their home. They",1
"The State Controller's Office, the sponsor of the bill, writes",1
The San Joaquin Valley does not meet state and federal ambient air quality,1
The San Francisco State University (SFSU) Clinical Lab Science Program writes in,1
The STRS Board of Administration has taken a,1
The National Senior Citizen Law Center indicates that because,1
The National Association of Chain Drugs Stores seek an amendment to clarify pharmacies will still receive a dispensing fee when short filled medications are used,1
"The L.A. Unified School District states, ""This proposed",1
"The L.A. District Attorney's Office states, ""SB 760 is",1
The L.A. District Attorney's Office notes the emergency nature,1
The Franchise Tax Board sponsors the language contained in this,1
"The Executive Director (ED) of Animal Samaritans SPCA, Inc., states, ""As the ED of an Animal Welfare and Veterinary Medical Center, I",1
"The Ella Baker Center states, ""Current Title 15 regulations fail to",1
The DOI also,1
"The Coalition to Abolish Slavery and Trafficking (CAST), cites the need to fund direct and immediate",1
"The Coalition to Abolish Slavery and Trafficking (CAST) states, ""AB 988 provides a certification process for required training of human",1
The Coalition includes the following groups,1
"The Coalition for Cats and Dogs in a letter of support states, ""...a",1
"The Chief Probation Officers of California, who are responsible",1
"The California State Sheriffs' Association states, ""California",1
"The California State Association of Counties (CSAC) states, ""Assembly Bill [720] will give counties an important tool to reduce",1
"The California Special Districts Association, in support, states property tax revenue cannot be diverted away from local services",1
The California Public Employees' Retirement System has taken a,1
The California Pharmacist Association writes in,1
The California Nurses Association (CNA) is the sponsor of this,1
The California Medical Association wrote in support that,1
The California Medical Association sites survey data indicating,1
The California Medical Association (CMA) states in,1
"The California Labor Federation, AFL-CIO, which",1
"The California Hospital Association (CHA), the sponsor of this",1
The California Grocers Association (CGA) writes in support,1
"The California Fire Chiefs Association (CFCA), sponsor of this",1
"The California Association of Firefighters, the sponsor of the bill",1
"The California Arts Advocates write in support that, ""California's economy is heavily dependent on digital media arts because",1
"The CA Welfare Directors Association states, ""CANRA sets forth",1
"The CA Psychological Association writes, ""For years, professionals in the field have felt that the current statute",1
"The CA District Attorneys Association, the sponsor of this",1
"The CA District Attorneys Association writes, ""Senate Bill 57 (Statutes of 2013) requires a mandatory 180 days in custody for",1
The Association of Community Organizations for Reform Now (California ACORN) is the sponsor of the bill,1
"The American Civil Liberties Union states, ""The use of testimony from informants who are themselves in custody results in",1
"The American Civil Liberties Union states, ""SB 1010 will",1
"The American Cancer Society, which is sponsoring",1
"The American Cancer Society Cancer Action Network (ACS CAN), writes in support that other than skin cancer, prostate cancer is the most common cancer in American men. ACS CAN",1
The American Academy of Pediatrics writes in support that,1
"The Alameda District Attorney's Office states, ""Currently, the law is ambiguous as to whether not AMBER alert should be activated if a",1
